Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
2000,Vegetables for canning,Pounds,Cabbage,1.37,56,0.6,6,0.57,0,0.57,16,65.26,0.48,0.02,0.59,27,142,0.11,0
2001,Vegetables for canning,Pounds,Cabbage,1.26,56,0.56,6,0.52,0,0.52,16,65.26,0.44,0.02,0.55,27,142,0.1,0
2002,Vegetables for canning,Pounds,Cabbage,1.18,56,0.52,6,0.49,0,0.49,16,65.26,0.41,0.02,0.51,27,142,0.1,0
2003,Vegetables for canning,Pounds,Cabbage,1.09,56,0.48,6,0.45,0,0.45,16,65.26,0.38,0.02,0.47,27,142,0.09,0
2004,Vegetables for canning,Pounds,Cabbage,1.08,56,0.48,6,0.45,0,0.45,16,65.26,0.38,0.02,0.47,27,142,0.09,0
2005,Vegetables for canning,Pounds,Cabbage,1.21,56,0.53,6,0.5,0,0.5,16,65.26,0.42,0.02,0.52,27,142,0.1,0
2006,Vegetables for canning,Pounds,Cabbage,1.21,56,0.53,6,0.5,0,0.5,16,65.26,0.42,0.02,0.52,27,142,0.1,0
2007,Vegetables for canning,Pounds,Cabbage,1.01,56,0.44,6,0.42,0,0.42,16,65.26,0.35,0.02,0.43,27,142,0.08,0
2008,Vegetables for canning,Pounds,Cabbage,0.94,56,0.41,6,0.39,0,0.39,16,65.26,0.33,0.01,0.4,27,142,0.08,0
2009,Vegetables for canning,Pounds,Cabbage,0.95,56,0.42,6,0.39,0,0.39,16,65.26,0.33,0.01,0.41,27,142,0.08,0
2010,Vegetables for canning,Pounds,Cabbage,1,56,0.44,6,0.41,0,0.41,16,65.26,0.35,0.02,0.43,27,142,0.08,0
2011,Vegetables for canning,Pounds,Cabbage,1.02,56,0.45,6,0.42,0,0.42,16,65.26,0.35,0.02,0.44,27,142,0.08,0
2012,Vegetables for canning,Pounds,Cabbage,1.15,56,0.51,6,0.48,0,0.48,16,65.26,0.4,0.02,0.5,27,142,0.09,0
2013,Vegetables for canning,Pounds,Cabbage,1.07,56,0.47,6,0.44,0,0.44,16,65.26,0.37,0.02,0.46,27,142,0.09,0
2014,Vegetables for canning,Pounds,Cabbage,1.13,56,0.5,6,0.47,0,0.47,16,65.26,0.39,0.02,0.49,27,142,0.09,0
2015,Vegetables for canning,Pounds,Cabbage,1.2,56,0.53,6,0.5,0,0.5,16,65.26,0.42,0.02,0.52,27,142,0.1,0
2016,Vegetables for canning,Pounds,Cabbage,1.42,56,0.63,6,0.59,0,0.59,16,65.26,0.49,0.02,0.61,27,142,0.12,0
2017,Vegetables for canning,Pounds,Cabbage,1.39,56,0.61,6,0.57,0,0.57,16,65.26,0.48,0.02,0.6,27,142,0.11,0
1970,Vegetables for canning,Pounds,Carrots,2.14,25,1.6,6,1.51,0,1.51,31,51.36,1.04,0.05,1.29,36,146,0.32,0.01
1971,Vegetables for canning,Pounds,Carrots,2.02,25,1.52,6,1.43,0,1.43,31,51.36,0.98,0.04,1.22,36,146,0.3,0.01
1972,Vegetables for canning,Pounds,Carrots,2.43,25,1.82,6,1.71,0,1.71,31,51.36,1.18,0.05,1.47,36,146,0.36,0.01
1973,Vegetables for canning,Pounds,Carrots,2.27,25,1.7,6,1.6,0,1.6,31,51.36,1.1,0.05,1.37,36,146,0.34,0.01
1974,Vegetables for canning,Pounds,Carrots,2.01,25,1.51,6,1.42,0,1.42,31,51.36,0.98,0.04,1.21,36,146,0.3,0.01
1975,Vegetables for canning,Pounds,Carrots,1.91,25,1.43,6,1.35,0,1.35,31,51.36,0.93,0.04,1.15,36,146,0.28,0.01
1976,Vegetables for canning,Pounds,Carrots,1.9,25,1.43,6,1.34,0,1.34,31,51.36,0.93,0.04,1.15,36,146,0.28,0.01
1977,Vegetables for canning,Pounds,Carrots,1.89,25,1.42,6,1.33,0,1.33,31,51.36,0.92,0.04,1.14,36,146,0.28,0.01
1978,Vegetables for canning,Pounds,Carrots,1.59,25,1.19,6,1.12,0,1.12,31,51.36,0.77,0.03,0.96,36,146,0.24,0.01
1979,Vegetables for canning,Pounds,Carrots,1.81,25,1.36,6,1.28,0,1.28,31,51.36,0.88,0.04,1.1,36,146,0.27,0.01
1980,Vegetables for canning,Pounds,Carrots,1.79,25,1.34,6,1.26,0,1.26,31,51.36,0.87,0.04,1.08,36,146,0.27,0.01
1981,Vegetables for canning,Pounds,Carrots,1.56,25,1.17,6,1.1,0,1.1,31,51.36,0.76,0.03,0.94,36,146,0.23,0.01
1982,Vegetables for canning,Pounds,Carrots,1.2,25,0.9,6,0.84,0,0.84,31,51.36,0.58,0.03,0.72,36,146,0.18,0
1983,Vegetables for canning,Pounds,Carrots,1.25,25,0.94,6,0.88,0,0.88,31,51.36,0.61,0.03,0.75,36,146,0.19,0.01
1984,Vegetables for canning,Pounds,Carrots,1.9,25,1.43,6,1.34,0,1.34,31,51.36,0.92,0.04,1.15,36,146,0.28,0.01
1985,Vegetables for canning,Pounds,Carrots,1.4,25,1.05,6,0.99,0,0.99,31,51.36,0.68,0.03,0.85,36,146,0.21,0.01
1986,Vegetables for canning,Pounds,Carrots,1.19,25,0.9,6,0.84,0,0.84,31,51.36,0.58,0.03,0.72,36,146,0.18,0
1987,Vegetables for canning,Pounds,Carrots,1.04,25,0.78,6,0.73,0,0.73,31,51.36,0.5,0.02,0.63,36,146,0.15,0
1988,Vegetables for canning,Pounds,Carrots,1.07,25,0.8,6,0.76,0,0.76,31,51.36,0.52,0.02,0.65,36,146,0.16,0
1989,Vegetables for canning,Pounds,Carrots,0.91,25,0.68,6,0.64,0,0.64,31,51.36,0.44,0.02,0.55,36,146,0.14,0
1990,Vegetables for canning,Pounds,Carrots,1.19,25,0.89,6,0.84,0,0.84,31,51.36,0.58,0.03,0.72,36,146,0.18,0
1991,Vegetables for canning,Pounds,Carrots,1.15,25,0.86,6,0.81,0,0.81,31,51.36,0.56,0.02,0.69,36,146,0.17,0
1992,Vegetables for canning,Pounds,Carrots,1.73,25,1.29,6,1.22,0,1.22,31,51.36,0.84,0.04,1.04,36,146,0.26,0.01
1993,Vegetables for canning,Pounds,Carrots,1.05,25,0.79,6,0.74,0,0.74,31,51.36,0.51,0.02,0.63,36,146,0.16,0
1994,Vegetables for canning,Pounds,Carrots,1.44,25,1.08,6,1.02,0,1.02,31,51.36,0.7,0.03,0.87,36,146,0.22,0.01
1995,Vegetables for canning,Pounds,Carrots,1.63,25,1.22,6,1.15,0,1.15,31,51.36,0.79,0.03,0.99,36,146,0.24,0.01
1996,Vegetables for canning,Pounds,Carrots,1.72,25,1.29,6,1.21,0,1.21,31,51.36,0.84,0.04,1.04,36,146,0.26,0.01
1997,Vegetables for canning,Pounds,Carrots,1.48,25,1.11,6,1.04,0,1.04,31,51.36,0.72,0.03,0.89,36,146,0.22,0.01
1998,Vegetables for canning,Pounds,Carrots,1.45,25,1.09,6,1.02,0,1.02,31,51.36,0.71,0.03,0.88,36,146,0.22,0.01
1999,Vegetables for canning,Pounds,Carrots,1.38,25,1.04,6,0.97,0,0.97,31,51.36,0.67,0.03,0.84,36,146,0.21,0.01
2000,Vegetables for canning,Pounds,Carrots,1.06,25,0.79,6,0.75,0,0.75,31,51.36,0.51,0.02,0.64,36,146,0.16,0
2001,Vegetables for canning,Pounds,Carrots,1.12,25,0.84,6,0.79,0,0.79,31,51.36,0.55,0.02,0.68,36,146,0.17,0
2002,Vegetables for canning,Pounds,Carrots,1,25,0.75,6,0.7,0,0.7,31,51.36,0.48,0.02,0.6,36,146,0.15,0
2003,Vegetables for canning,Pounds,Carrots,1.1,25,0.83,6,0.78,0,0.78,31,51.36,0.54,0.02,0.67,36,146,0.16,0
2004,Vegetables for canning,Pounds,Carrots,1.06,25,0.79,6,0.74,0,0.74,31,51.36,0.51,0.02,0.64,36,146,0.16,0
2005,Vegetables for canning,Pounds,Carrots,1.12,25,0.84,6,0.79,0,0.79,31,51.36,0.54,0.02,0.68,36,146,0.17,0
2006,Vegetables for canning,Pounds,Carrots,0.97,25,0.73,6,0.68,0,0.68,31,51.36,0.47,0.02,0.59,36,146,0.14,0
2007,Vegetables for canning,Pounds,Carrots,0.92,25,0.69,6,0.65,0,0.65,31,51.36,0.45,0.02,0.55,36,146,0.14,0
2008,Vegetables for canning,Pounds,Carrots,0.96,25,0.72,6,0.67,0,0.67,31,51.36,0.46,0.02,0.58,36,146,0.14,0
2009,Vegetables for canning,Pounds,Carrots,0.87,25,0.66,6,0.62,0,0.62,31,51.36,0.42,0.02,0.53,36,146,0.13,0
2010,Vegetables for canning,Pounds,Carrots,0.75,25,0.56,6,0.53,0,0.53,31,51.36,0.36,0.02,0.45,36,146,0.11,0
2011,Vegetables for canning,Pounds,Carrots,0.81,25,0.61,6,0.57,0,0.57,31,51.36,0.4,0.02,0.49,36,146,0.12,0
2012,Vegetables for canning,Pounds,Carrots,0.77,25,0.58,6,0.55,0,0.55,31,51.36,0.38,0.02,0.47,36,146,0.12,0
2013,Vegetables for canning,Pounds,Carrots,0.79,25,0.59,6,0.56,0,0.56,31,51.36,0.39,0.02,0.48,36,146,0.12,0
2014,Vegetables for canning,Pounds,Carrots,0.72,25,0.54,6,0.51,0,0.51,31,51.36,0.35,0.02,0.44,36,146,0.11,0
2015,Vegetables for canning,Pounds,Carrots,0.69,25,0.51,6,0.48,0,0.48,31,51.36,0.33,0.01,0.41,36,146,0.1,0
2016,Vegetables for canning,Pounds,Carrots,1.04,25,0.78,6,0.73,0,0.73,31,51.36,0.51,0.02,0.63,36,146,0.15,0
2017,Vegetables for canning,Pounds,Carrots,1.05,25,0.79,6,0.74,0,0.74,31,51.36,0.51,0.02,0.64,36,146,0.16,0
1970,Vegetables for canning,Pounds,Sweet corn,14.26,27,10.41,6,9.79,0,9.79,7,36.18,9.1,0.4,11.31,110,164,7.59,0.07
1971,Vegetables for canning,Pounds,Sweet corn,14.79,27,10.8,6,10.15,0,10.15,7,36.18,9.44,0.41,11.73,110,164,7.87,0.07
1972,Vegetables for canning,Pounds,Sweet corn,14.98,27,10.93,6,10.28,0,10.28,7,36.18,9.56,0.42,11.88,110,164,7.97,0.07
1973,Vegetables for canning,Pounds,Sweet corn,14.48,27,10.57,6,9.93,0,9.93,7,36.18,9.24,0.4,11.48,110,164,7.7,0.07
1974,Vegetables for canning,Pounds,Sweet corn,13.52,27,9.87,6,9.28,0,9.28,7,36.18,8.63,0.38,10.72,110,164,7.19,0.07
1975,Vegetables for canning,Pounds,Sweet corn,12.04,27,8.79,6,8.26,0,8.26,7,36.18,7.68,0.34,9.55,110,164,6.4,0.06
1976,Vegetables for canning,Pounds,Sweet corn,13.09,27,9.56,6,8.98,0,8.98,7,36.18,8.35,0.37,10.38,110,164,6.96,0.06
1977,Vegetables for canning,Pounds,Sweet corn,14.12,27,10.31,6,9.69,0,9.69,7,36.18,9.01,0.4,11.2,110,164,7.51,0.07
1978,Vegetables for canning,Pounds,Sweet corn,13.36,27,9.76,6,9.17,0,9.17,7,36.18,8.53,0.37,10.6,110,164,7.11,0.06
1979,Vegetables for canning,Pounds,Sweet corn,12.66,27,9.24,6,8.68,0,8.68,7,36.18,8.08,0.35,10.04,110,164,6.73,0.06
1980,Vegetables for canning,Pounds,Sweet corn,13.04,27,9.52,6,8.95,0,8.95,7,36.18,8.32,0.36,10.34,110,164,6.94,0.06
1981,Vegetables for canning,Pounds,Sweet corn,12.14,27,8.86,6,8.33,0,8.33,7,36.18,7.75,0.34,9.63,110,164,6.46,0.06
1982,Vegetables for canning,Pounds,Sweet corn,11.59,27,8.46,6,7.95,0,7.95,7,36.18,7.4,0.32,9.19,110,164,6.17,0.06
1983,Vegetables for canning,Pounds,Sweet corn,11.62,27,8.49,6,7.98,0,7.98,7,36.18,7.42,0.33,9.22,110,164,6.18,0.06
1984,Vegetables for canning,Pounds,Sweet corn,10.22,27,7.46,6,7.01,0,7.01,7,36.18,6.52,0.29,8.1,110,164,5.43,0.05
1985,Vegetables for canning,Pounds,Sweet corn,11.89,27,8.68,6,8.16,0,8.16,7,36.18,7.59,0.33,9.43,110,164,6.33,0.06
1986,Vegetables for canning,Pounds,Sweet corn,12.09,27,8.82,6,8.29,0,8.29,7,36.18,7.71,0.34,9.58,110,164,6.43,0.06
1987,Vegetables for canning,Pounds,Sweet corn,10.63,27,7.76,6,7.29,0,7.29,7,36.18,6.78,0.3,8.43,110,164,5.65,0.05
1988,Vegetables for canning,Pounds,Sweet corn,10.39,27,7.58,6,7.13,0,7.13,7,36.18,6.63,0.29,8.24,110,164,5.53,0.05
1989,Vegetables for canning,Pounds,Sweet corn,9.54,27,6.97,6,6.55,0,6.55,7,36.18,6.09,0.27,7.57,110,164,5.08,0.05
1990,Vegetables for canning,Pounds,Sweet corn,10.95,27,7.99,6,7.51,0,7.51,7,36.18,6.99,0.31,8.68,110,164,5.82,0.05
1991,Vegetables for canning,Pounds,Sweet corn,11.07,27,8.08,6,7.6,0,7.6,7,36.18,7.07,0.31,8.78,110,164,5.89,0.05
1992,Vegetables for canning,Pounds,Sweet corn,11.85,27,8.65,6,8.13,0,8.13,7,36.18,7.56,0.33,9.4,110,164,6.31,0.06
1993,Vegetables for canning,Pounds,Sweet corn,11.08,27,8.09,6,7.6,0,7.6,7,36.18,7.07,0.31,8.79,110,164,5.89,0.05
1994,Vegetables for canning,Pounds,Sweet corn,10.07,27,7.35,6,6.91,0,6.91,7,36.18,6.43,0.28,7.99,110,164,5.36,0.05
1995,Vegetables for canning,Pounds,Sweet corn,10.4,27,7.59,6,7.13,0,7.13,7,36.18,6.64,0.29,8.25,110,164,5.53,0.05
1996,Vegetables for canning,Pounds,Sweet corn,10.36,27,7.56,6,7.11,0,7.11,7,36.18,6.61,0.29,8.22,110,164,5.51,0.05
1997,Vegetables for canning,Pounds,Sweet corn,9.15,27,6.68,6,6.28,0,6.28,7,36.18,5.84,0.26,7.25,110,164,4.87,0.04
1998,Vegetables for canning,Pounds,Sweet corn,9.19,27,6.71,6,6.31,0,6.31,7,36.18,5.86,0.26,7.29,110,164,4.89,0.04
1999,Vegetables for canning,Pounds,Sweet corn,9.07,27,6.62,6,6.22,0,6.22,7,36.18,5.79,0.25,7.19,110,164,4.82,0.04
2000,Vegetables for canning,Pounds,Sweet corn,8.98,27,6.56,6,6.16,0,6.16,7,36.18,5.73,0.25,7.12,110,164,4.78,0.04
2001,Vegetables for canning,Pounds,Sweet corn,8.7,27,6.35,6,5.97,0,5.97,7,36.18,5.55,0.24,6.9,110,164,4.63,0.04
2002,Vegetables for canning,Pounds,Sweet corn,7.84,27,5.72,6,5.38,0,5.38,7,36.18,5,0.22,6.22,110,164,4.17,0.04
2003,Vegetables for canning,Pounds,Sweet corn,8.33,27,6.08,6,5.71,0,5.71,7,36.18,5.31,0.23,6.6,110,164,4.43,0.04
2004,Vegetables for canning,Pounds,Sweet corn,8.21,27,6,6,5.64,0,5.64,7,36.18,5.24,0.23,6.51,110,164,4.37,0.04
2005,Vegetables for canning,Pounds,Sweet corn,8.58,27,6.27,6,5.89,0,5.89,7,36.18,5.48,0.24,6.81,110,164,4.57,0.04
2006,Vegetables for canning,Pounds,Sweet corn,8.35,27,6.1,6,5.73,0,5.73,7,36.18,5.33,0.23,6.62,110,164,4.44,0.04
2007,Vegetables for canning,Pounds,Sweet corn,6.85,27,5,6,4.7,0,4.7,7,36.18,4.37,0.19,5.43,110,164,3.64,0.03
2008,Vegetables for canning,Pounds,Sweet corn,6.74,27,4.92,6,4.63,0,4.63,7,36.18,4.3,0.19,5.35,110,164,3.59,0.03
2009,Vegetables for canning,Pounds,Sweet corn,7.6,27,5.55,6,5.21,0,5.21,7,36.18,4.85,0.21,6.03,110,164,4.04,0.04
2010,Vegetables for canning,Pounds,Sweet corn,6.85,27,5,6,4.7,0,4.7,7,36.18,4.37,0.19,5.44,110,164,3.65,0.03
2011,Vegetables for canning,Pounds,Sweet corn,5.81,27,4.24,6,3.99,0,3.99,7,36.18,3.71,0.16,4.61,110,164,3.09,0.03
2012,Vegetables for canning,Pounds,Sweet corn,5.85,27,4.27,6,4.02,0,4.02,7,36.18,3.73,0.16,4.64,110,164,3.11,0.03
2013,Vegetables for canning,Pounds,Sweet corn,5.76,27,4.21,6,3.96,0,3.96,7,36.18,3.68,0.16,4.57,110,164,3.07,0.03
2014,Vegetables for canning,Pounds,Sweet corn,5.76,27,4.21,6,3.96,0,3.96,7,36.18,3.68,0.16,4.57,110,164,3.07,0.03
2015,Vegetables for canning,Pounds,Sweet corn,5.34,27,3.9,6,3.66,0,3.66,7,36.18,3.41,0.15,4.23,110,164,2.84,0.03
2016,Vegetables for canning,Pounds,Sweet corn,5.22,27,3.81,6,3.58,0,3.58,7,36.18,3.33,0.15,4.14,110,164,2.77,0.03
2017,Vegetables for canning,Pounds,Sweet corn,5.37,27,3.92,6,3.69,0,3.69,7,36.18,3.43,0.15,4.26,110,164,2.86,0.03
1970,Vegetables for canning,Pounds,Cucumbers,5.66,60,2.27,6,2.13,0,2.13,3,63.53,2.07,0.09,2.57,81.5,157.5,1.33,0.02
1971,Vegetables for canning,Pounds,Cucumbers,5.53,60,2.21,6,2.08,0,2.08,3,63.53,2.02,0.09,2.51,81.5,157.5,1.3,0.02
1972,Vegetables for canning,Pounds,Cucumbers,5.41,60,2.16,6,2.03,0,2.03,3,63.53,1.97,0.09,2.45,81.5,157.5,1.27,0.02
1973,Vegetables for canning,Pounds,Cucumbers,5.66,60,2.26,6,2.13,0,2.13,3,63.53,2.06,0.09,2.56,81.5,157.5,1.33,0.02
1974,Vegetables for canning,Pounds,Cucumbers,5.74,60,2.3,6,2.16,0,2.16,3,63.53,2.09,0.09,2.6,81.5,157.5,1.35,0.02
1975,Vegetables for canning,Pounds,Cucumbers,6.12,60,2.45,6,2.3,0,2.3,3,63.53,2.23,0.1,2.77,81.5,157.5,1.44,0.02
1976,Vegetables for canning,Pounds,Cucumbers,6.13,60,2.45,6,2.3,0,2.3,3,63.53,2.23,0.1,2.78,81.5,157.5,1.44,0.02
1977,Vegetables for canning,Pounds,Cucumbers,5.78,60,2.31,6,2.17,0,2.17,3,63.53,2.11,0.09,2.62,81.5,157.5,1.35,0.02
1978,Vegetables for canning,Pounds,Cucumbers,6.05,60,2.42,6,2.27,0,2.27,3,63.53,2.21,0.1,2.74,81.5,157.5,1.42,0.02
1979,Vegetables for canning,Pounds,Cucumbers,5.85,60,2.34,6,2.2,0,2.2,3,63.53,2.13,0.09,2.65,81.5,157.5,1.37,0.02
1980,Vegetables for canning,Pounds,Cucumbers,5.4,60,2.16,6,2.03,0,2.03,3,63.53,1.97,0.09,2.45,81.5,157.5,1.27,0.02
1981,Vegetables for canning,Pounds,Cucumbers,5.34,60,2.14,6,2.01,0,2.01,3,63.53,1.95,0.09,2.42,81.5,157.5,1.25,0.02
1982,Vegetables for canning,Pounds,Cucumbers,5.11,60,2.04,6,1.92,0,1.92,3,63.53,1.86,0.08,2.31,81.5,157.5,1.2,0.01
1983,Vegetables for canning,Pounds,Cucumbers,5.16,60,2.06,6,1.94,0,1.94,3,63.53,1.88,0.08,2.34,81.5,157.5,1.21,0.01
1984,Vegetables for canning,Pounds,Cucumbers,5.23,60,2.09,6,1.97,0,1.97,3,63.53,1.91,0.08,2.37,81.5,157.5,1.23,0.02
1985,Vegetables for canning,Pounds,Cucumbers,5.83,60,2.33,6,2.19,0,2.19,3,63.53,2.12,0.09,2.64,81.5,157.5,1.37,0.02
1986,Vegetables for canning,Pounds,Cucumbers,5.33,60,2.13,6,2,0,2,3,63.53,1.94,0.09,2.41,81.5,157.5,1.25,0.02
1987,Vegetables for canning,Pounds,Cucumbers,5.54,60,2.21,6,2.08,0,2.08,3,63.53,2.02,0.09,2.51,81.5,157.5,1.3,0.02
1988,Vegetables for canning,Pounds,Cucumbers,5.28,60,2.11,6,1.98,0,1.98,3,63.53,1.93,0.08,2.39,81.5,157.5,1.24,0.02
1989,Vegetables for canning,Pounds,Cucumbers,5.19,60,2.08,6,1.95,0,1.95,3,63.53,1.89,0.08,2.35,81.5,157.5,1.22,0.01
1990,Vegetables for canning,Pounds,Cucumbers,4.99,60,2,6,1.88,0,1.88,3,63.53,1.82,0.08,2.26,81.5,157.5,1.17,0.01
1991,Vegetables for canning,Pounds,Cucumbers,5.06,60,2.02,6,1.9,0,1.9,3,63.53,1.84,0.08,2.29,81.5,157.5,1.19,0.01
1992,Vegetables for canning,Pounds,Cucumbers,4.55,60,1.82,6,1.71,0,1.71,3,63.53,1.66,0.07,2.06,81.5,157.5,1.07,0.01
1993,Vegetables for canning,Pounds,Cucumbers,4.33,60,1.73,6,1.63,0,1.63,3,63.53,1.58,0.07,1.96,81.5,157.5,1.01,0.01
1994,Vegetables for canning,Pounds,Cucumbers,4.78,60,1.91,6,1.8,0,1.8,3,63.53,1.74,0.08,2.17,81.5,157.5,1.12,0.01
1995,Vegetables for canning,Pounds,Cucumbers,5.05,60,2.02,6,1.9,0,1.9,3,63.53,1.84,0.08,2.29,81.5,157.5,1.18,0.01
1996,Vegetables for canning,Pounds,Cucumbers,4.08,60,1.63,6,1.53,0,1.53,3,63.53,1.49,0.07,1.85,81.5,157.5,0.96,0.01
1997,Vegetables for canning,Pounds,Cucumbers,5.24,60,2.09,6,1.97,0,1.97,3,63.53,1.91,0.08,2.37,81.5,157.5,1.23,0.02
1998,Vegetables for canning,Pounds,Cucumbers,4.01,60,1.61,6,1.51,0,1.51,3,63.53,1.46,0.06,1.82,81.5,157.5,0.94,0.01
1999,Vegetables for canning,Pounds,Cucumbers,4.2,60,1.68,6,1.58,0,1.58,3,63.53,1.53,0.07,1.9,81.5,157.5,0.99,0.01
2000,Vegetables for canning,Pounds,Cucumbers,4.89,60,1.96,6,1.84,0,1.84,3,63.53,1.78,0.08,2.22,81.5,157.5,1.15,0.01
2001,Vegetables for canning,Pounds,Cucumbers,3.73,60,1.49,6,1.4,0,1.4,3,63.53,1.36,0.06,1.69,81.5,157.5,0.88,0.01
2002,Vegetables for canning,Pounds,Cucumbers,5.4,60,2.16,6,2.03,0,2.03,3,63.53,1.97,0.09,2.45,81.5,157.5,1.27,0.02
2003,Vegetables for canning,Pounds,Cucumbers,4.44,60,1.78,6,1.67,0,1.67,3,63.53,1.62,0.07,2.01,81.5,157.5,1.04,0.01
2004,Vegetables for canning,Pounds,Cucumbers,4.88,60,1.95,6,1.84,0,1.84,3,63.53,1.78,0.08,2.21,81.5,157.5,1.15,0.01
2005,Vegetables for canning,Pounds,Cucumbers,3.84,60,1.54,6,1.44,0,1.44,3,63.53,1.4,0.06,1.74,81.5,157.5,0.9,0.01
2006,Vegetables for canning,Pounds,Cucumbers,2.99,60,1.2,6,1.12,0,1.12,3,63.53,1.09,0.05,1.36,81.5,157.5,0.7,0.01
2007,Vegetables for canning,Pounds,Cucumbers,3.73,60,1.49,6,1.4,0,1.4,3,63.53,1.36,0.06,1.69,81.5,157.5,0.88,0.01
2008,Vegetables for canning,Pounds,Cucumbers,3.54,60,1.42,6,1.33,0,1.33,3,63.53,1.29,0.06,1.61,81.5,157.5,0.83,0.01
2009,Vegetables for canning,Pounds,Cucumbers,5.06,60,2.02,6,1.9,0,1.9,3,63.53,1.85,0.08,2.29,81.5,157.5,1.19,0.01
2010,Vegetables for canning,Pounds,Cucumbers,3.74,60,1.5,6,1.41,0,1.41,3,63.53,1.37,0.06,1.7,81.5,157.5,0.88,0.01
2011,Vegetables for canning,Pounds,Cucumbers,2.83,60,1.13,6,1.06,0,1.06,3,63.53,1.03,0.05,1.28,81.5,157.5,0.66,0.01
2012,Vegetables for canning,Pounds,Cucumbers,2.97,60,1.19,6,1.12,0,1.12,3,63.53,1.08,0.05,1.35,81.5,157.5,0.7,0.01
2013,Vegetables for canning,Pounds,Cucumbers,3.22,60,1.29,6,1.21,0,1.21,3,63.53,1.17,0.05,1.46,81.5,157.5,0.75,0.01
2014,Vegetables for canning,Pounds,Cucumbers,3.87,60,1.55,6,1.45,0,1.45,3,63.53,1.41,0.06,1.75,81.5,157.5,0.91,0.01
2015,Vegetables for canning,Pounds,Cucumbers,3.41,60,1.36,6,1.28,0,1.28,3,63.53,1.24,0.05,1.55,81.5,157.5,0.8,0.01
2016,Vegetables for canning,Pounds,Cucumbers,3.09,60,1.24,6,1.16,0,1.16,3,63.53,1.13,0.05,1.4,81.5,157.5,0.73,0.01
2017,Vegetables for canning,Pounds,Cucumbers,3.84,60,1.54,6,1.45,0,1.45,3,63.53,1.4,0.06,1.74,81.5,157.5,0.9,0.01
1970,Vegetables for canning,Pounds,Green peas,3.19,34,2.1,6,1.98,0,1.98,24,52.85,1.5,0.07,1.87,119,175,1.27,0.01
1971,Vegetables for canning,Pounds,Green peas,3.17,34,2.09,6,1.97,0,1.97,24,52.85,1.5,0.07,1.86,119,175,1.26,0.01
1972,Vegetables for canning,Pounds,Green peas,3.13,34,2.07,6,1.94,0,1.94,24,52.85,1.48,0.06,1.84,119,175,1.25,0.01
1973,Vegetables for canning,Pounds,Green peas,3.41,34,2.25,6,2.12,0,2.12,24,52.85,1.61,0.07,2,119,175,1.36,0.01
1974,Vegetables for canning,Pounds,Green peas,2.86,34,1.89,6,1.77,0,1.77,24,52.85,1.35,0.06,1.67,119,175,1.14,0.01
1975,Vegetables for canning,Pounds,Green peas,2.81,34,1.85,6,1.74,0,1.74,24,52.85,1.32,0.06,1.65,119,175,1.12,0.01
1976,Vegetables for canning,Pounds,Green peas,2.87,34,1.89,6,1.78,0,1.78,24,52.85,1.35,0.06,1.68,119,175,1.14,0.01
1977,Vegetables for canning,Pounds,Green peas,3.05,34,2.01,6,1.89,0,1.89,24,52.85,1.44,0.06,1.79,119,175,1.21,0.01
1978,Vegetables for canning,Pounds,Green peas,2.88,34,1.9,6,1.78,0,1.78,24,52.85,1.36,0.06,1.69,119,175,1.15,0.01
1979,Vegetables for canning,Pounds,Green peas,2.6,34,1.72,6,1.61,0,1.61,24,52.85,1.23,0.05,1.52,119,175,1.04,0.01
1980,Vegetables for canning,Pounds,Green peas,2.69,34,1.77,6,1.67,0,1.67,24,52.85,1.27,0.06,1.57,119,175,1.07,0.01
1981,Vegetables for canning,Pounds,Green peas,2.73,34,1.8,6,1.69,0,1.69,24,52.85,1.29,0.06,1.6,119,175,1.09,0.01
1982,Vegetables for canning,Pounds,Green peas,2.48,34,1.64,6,1.54,0,1.54,24,52.85,1.17,0.05,1.45,119,175,0.99,0.01
1983,Vegetables for canning,Pounds,Green peas,2.38,34,1.57,6,1.48,0,1.48,24,52.85,1.12,0.05,1.39,119,175,0.95,0.01
1984,Vegetables for canning,Pounds,Green peas,2.04,34,1.35,6,1.27,0,1.27,24,52.85,0.96,0.04,1.2,119,175,0.81,0.01
1985,Vegetables for canning,Pounds,Green peas,2.05,34,1.35,6,1.27,0,1.27,24,52.85,0.97,0.04,1.2,119,175,0.82,0.01
1986,Vegetables for canning,Pounds,Green peas,2.17,34,1.44,6,1.35,0,1.35,24,52.85,1.03,0.04,1.27,119,175,0.87,0.01
1987,Vegetables for canning,Pounds,Green peas,2.01,34,1.33,6,1.25,0,1.25,24,52.85,0.95,0.04,1.18,119,175,0.8,0.01
1988,Vegetables for canning,Pounds,Green peas,1.75,34,1.16,6,1.09,0,1.09,24,52.85,0.83,0.04,1.03,119,175,0.7,0.01
1989,Vegetables for canning,Pounds,Green peas,1.73,34,1.14,6,1.08,0,1.08,24,52.85,0.82,0.04,1.02,119,175,0.69,0.01
